Corrected_Mean,FORECAST,STD,L95,U95,RESIDUAL,,,,,
0.992,,,,,,,,Date,Actual Height,Forecasted Height
1.052,1.052034798,0.00602437,1.040227251,1.063842346,-0.000034798,,,,,
1.052,1.052033623,0.00602437,1.040226076,1.063841171,-0.000033623,,,,,
1.052,1.052033567,0.00602437,1.04022602,1.063841115,-0.000033567,,,,,
1.052,1.052034232,0.00602437,1.040226685,1.063841779,-0.000034232,,,,,
1.052,1.052034729,0.00602437,1.040227181,1.063842276,-0.000034729,,,,,
1.052,1.052034388,0.00602437,1.04022684,1.063841935,-0.000034388,,,,,
1.052,1.052033257,0.00602437,1.040225709,1.063840804,-0.000033257,,,,,
1.052,1.052031975,0.00602437,1.040224427,1.063839522,-0.000031975,,,,,
1.052,1.052031196,0.00602437,1.040223649,1.063838744,-0.000031196,,,,,
1.052,1.052031095,0.00602437,1.040223548,1.063838643,-0.000031095,,,,,
1.052,1.05203136,0.00602437,1.040223813,1.063838907,-0.00003136,,,,,
1.052,1.052031532,0.00602437,1.040223984,1.063839079,-0.000031531,,,,,
1.052,1.052031326,0.00602437,1.040223779,1.063838874,-0.000031326,,,,,
1.052,1.052030755,0.00602437,1.040223208,1.063838303,-0.000030755,,,,,
1.052,1.052030034,0.00602437,1.040222486,1.063837581,-0.000030034,,,,,
1.042,1.052029417,0.00602437,1.040221869,1.063836964,-0.010029417,,,,,
1.042,1.035183525,0.00602437,1.023375978,1.046991073,0.006816475,,,,,
1.042,1.039889392,0.00602437,1.028081844,1.051696939,0.002110608,,,,,
1.042,1.042778106,0.00602437,1.030970558,1.054585653,-0.000778106,,,,,
1.042,1.042495101,0.00602437,1.030687553,1.054302648,-0.0004951,,,,,
1.042,1.041914077,0.00602437,1.03010653,1.053721625,8.59228E-05,,,,,
1.042,1.041905312,0.00602437,1.030097764,1.053712859,9.46883E-05,,,,,
1.042,1.04203469,0.00602437,1.030227142,1.053842237,-0.00003469,,,,,
1.042,1.041811325,0.00602437,1.030003777,1.053618872,0.000188675,,,,,
1.042,1.0419272,0.00602437,1.030119652,1.053734747,7.28001E-05,,,,,
1.042,1.041901399,0.00602437,1.030093851,1.053708946,9.86015E-05,,,,,
1.042,1.041705113,0.00602437,1.029897566,1.053512661,0.000294887,,,,,
1.042,1.042158646,0.00602437,1.030351099,1.053966194,-0.000158646,,,,,
1.042,1.042168469,0.00602437,1.030360921,1.053976016,-0.000168469,,,,,
1.042,1.04236267,0.00602437,1.030555123,1.054170217,-0.00036267,,,,,
1.042,1.04181411,0.00602437,1.030006562,1.053621657,0.00018589,,,,,
1.042,1.041680226,0.00602437,1.029872679,1.053487774,0.000319774,,,,,
1.042,1.041922327,0.00602437,1.03011478,1.053729875,7.76728E-05,,,,,
1.042,1.042109806,0.00602437,1.030302258,1.053917353,-0.000109806,,,,,
1.042,1.04216167,0.00602437,1.030354122,1.053969217,-0.00016167,,,,,
1.042,1.042138156,0.00602437,1.030330609,1.053945704,-0.000138156,,,,,
1.042,1.042102077,0.00602437,1.030294529,1.053909624,-0.000102077,,,,,
1.042,1.042043434,0.00602437,1.030235886,1.053850981,-0.000043434,,,,,
1.042,1.041994555,0.00602437,1.030187008,1.053802103,5.44E-06,,,,,
1.042,1.041979517,0.00602437,1.030171969,1.053787064,2.04832E-05,,,,,
1.042,1.041979273,0.00602437,1.030171726,1.053786821,2.07266E-05,,,,,
1.042,1.042028306,0.00602437,1.030220758,1.053835853,-0.000028306,,,,,
1.042,1.042059278,0.00602437,1.03025173,1.053866825,-0.000059278,,,,,
1.042,1.042060108,0.00602437,1.03025256,1.053867655,-0.000060108,,,,,
1.042,1.042022213,0.00602437,1.030214665,1.05382976,-0.000022213,,,,,
1.042,1.0419924,0.00602437,1.030184852,1.053799947,7.60E-06,,,,,
1.042,1.041996406,0.00602437,1.030188859,1.053803953,3.59E-06,,,,,
1.042,1.042015365,0.00602437,1.030207818,1.053822913,-0.000015365,,,,,
1.042,1.042028643,0.00602437,1.030221095,1.05383619,-0.000028643,,,,,
1.042,1.042029469,0.00602437,1.030221922,1.053837017,-0.000029469,,,,,
1.042,1.042022281,0.00602437,1.030214733,1.053829828,-0.000022281,,,,,
1.042,1.042012471,0.00602437,1.030204923,1.053820018,-0.000012471,,,,,
1.042,1.042004704,0.00602437,1.030197157,1.053812252,-4.70E-06,,,,,
1.042,1.042003672,0.00602437,1.030196124,1.053811219,-3.67E-06,,,,,
1.042,1.042008643,0.00602437,1.030201096,1.053816191,-8.64E-06,,,,,
1.042,1.042017546,0.00602437,1.030209999,1.053825094,-0.000017546,,,,,
1.032,1.042023941,0.00602437,1.030216393,1.053831488,-0.01002394,,,,,
1.032,1.025178337,0.00602437,1.013370789,1.036985884,0.006821663,,,,,
1.032,1.029878728,0.00602437,1.01807118,1.041686275,0.002121273,,,,,
1.032,1.032761414,0.00602437,1.020953867,1.044568962,-0.000761414,,,,,
1.032,1.032476287,0.00602437,1.020668739,1.044283834,-0.000476286,,,,,
1.032,1.031897137,0.00602437,1.02008959,1.043704685,0.000102863,,,,,
1.032,1.031891644,0.00602437,1.020084097,1.043699192,0.000108356,,,,,
1.032,1.032023225,0.00602437,1.020215678,1.043830773,-0.000023225,,,,,
1.032,1.031800092,0.00602437,1.019992544,1.043607639,0.000199908,,,,,
1.032,1.031914739,0.00602437,1.020107191,1.043722286,8.52613E-05,,,,,
1.032,1.031887363,0.00602437,1.020079815,1.04369491,0.000112637,,,,,
1.032,1.031690267,0.00602437,1.01988272,1.043497815,0.000309733,,,,,
1.032,1.032144132,0.00602437,1.020336584,1.043951679,-0.000144132,,,,,
1.032,1.032155024,0.00602437,1.020347477,1.043962572,-0.000155024,,,,,
1.032,1.032350131,0.00602437,1.020542584,1.044157679,-0.000350131,,,,,
1.032,1.031801627,0.00602437,1.019994079,1.043609174,0.000198373,,,,,
1.022,1.031666991,0.00602437,1.019859443,1.043474538,-0.00966699,,,,,
1.022,1.015062662,0.00602437,1.003255115,1.02687021,0.006937338,,,,,
1.022,1.019955775,0.00602437,1.008148228,1.031763323,0.002044225,,,,,
1.022,1.022896767,0.00602437,1.01108922,1.034704315,-0.000896767,,,,,
1.022,1.022591145,0.00602437,1.010783598,1.034398692,-0.000591145,,,,,
1.022,1.021974998,0.00602437,1.01016745,1.033782545,2.50022E-05,,,,,
1.022,1.021908243,0.00602437,1.010100695,1.03371579,9.17572E-05,,,,,
1.022,1.021988994,0.00602437,1.010181446,1.033796541,1.10062E-05,,,,,
1.022,1.021750596,0.00602437,1.009943049,1.033558144,0.000249404,,,,,
1.022,1.021866266,0.00602437,1.010058718,1.033673813,0.000133734,,,,,
1.022,1.021889767,0.00602437,1.01008222,1.033697315,0.000110233,,,,,
1.022,1.021724974,0.00602437,1.009917426,1.033532521,0.000275026,,,,,
1.012,1.022179962,0.00602437,1.010372414,1.033987509,-0.010179962,,,,,
1.012,1.005306923,0.00602437,0.993499376,1.01711447,0.006693077,,,,,
1.012,1.010177739,0.00602437,0.998370192,1.021985287,0.001822261,,,,,
1.012,1.012522293,0.00602437,1.000714746,1.024329841,-0.000522293,,,,,
1.012,1.012124851,0.00602437,1.000317303,1.023932398,-0.000124851,,,,,
1.012,1.011799917,0.00602437,0.99999237,1.023607465,0.000200083,,,,,
1.012,1.011980337,0.00602437,1.00017279,1.023787885,1.96626E-05,,,,,
1.012,1.012155283,0.00602437,1.000347736,1.023962831,-0.000155283,,,,,
1.012,1.011899373,0.00602437,1.000091826,1.023706921,0.000100627,,,,,
1.012,1.011972049,0.00602437,1.000164502,1.023779597,0.000027951,,,,,
1.012,1.011887162,0.00602437,1.000079615,1.02369471,0.000112838,,,,,
1.012,1.0116476,0.00602437,0.999840052,1.023455147,0.0003524,,,,,
1.012,1.012095717,0.00602437,1.00028817,1.023903265,-0.000095717,,,,,
1.012,1.012112482,0.00602437,1.000304934,1.023920029,-0.000112482,,,,,
1.012,1.012356426,0.00602437,1.000548878,1.024163973,-0.000356426,,,,,
1.012,1.011833935,0.00602437,1.000026388,1.023641483,0.000166065,,,,,
1.002,1.011695405,0.00602437,0.999887858,1.023502952,-0.009695405,,,,,
1.002,0.995052381,0.00602437,0.983244833,1.006859928,0.006947619,,,,,
1.002,0.99991823,0.00602437,0.988110682,1.011725777,0.00208177,,,,,
1.002,1.002866445,0.00602437,0.991058897,1.014673992,-0.000866445,,,,,
1.002,1.002581617,0.00602437,0.990774069,1.014389164,-0.000581617,,,,,
1.002,1.0019788,0.00602437,0.990171253,1.013786348,2.11997E-05,,,,,
1.002,1.001911905,0.00602437,0.990104357,1.013719452,8.80954E-05,,,,,
1.002,1.001984511,0.00602437,0.990176964,1.013792059,1.54886E-05,,,,,
1.002,1.001736206,0.00602437,0.989928658,1.013543753,0.000263795,,,,,
0.992,1.001844986,0.00602437,0.990037439,1.013652534,-0.009844986,,,,,
0.992,0.985023297,0.00602437,0.973215749,0.996830844,0.006976703,,,,,
0.992,0.989570531,0.00602437,0.977762983,1.001378078,0.00242947,,,,,
0.992,0.992923431,0.00602437,0.981115884,1.004730979,-0.000923431,,,,,
0.992,0.992619029,0.00602437,0.980811481,1.004426576,-0.000619029,,,,,
0.992,0.992202562,0.00602437,0.980395014,1.004010109,-0.000202561,,,,,
0.992,0.991644367,0.00602437,0.97983682,1.003451915,0.000355633,,,,,
0.992,0.991654032,0.00602437,0.979846484,1.003461579,0.000345968,,,,,
0.992,0.991685317,0.00602437,0.979877769,1.003492864,0.000314683,,,,,
0.992,0.991992475,0.00602437,0.980184927,1.003800022,7.53E-06,,,,,
0.992,0.992015299,0.00602437,0.980207751,1.003822846,-0.000015298,,,,,
0.992,0.9917883,0.00602437,0.979980753,1.003595848,0.0002117,,,,,
0.992,0.992198619,0.00602437,0.980391072,1.004006167,-0.000198619,,,,,
0.992,0.99214812,0.00602437,0.980340573,1.003955668,-0.00014812,,,,,
0.992,0.992297635,0.00602437,0.980490087,1.004105182,-0.000297635,,,,,
0.992,0.991743027,0.00602437,0.979935479,1.003550574,0.000256973,,,,,
0.982,0.991616475,0.00602437,0.979808927,1.003424022,-0.009616475,,,,,
0.982,0.97506379,0.00602437,0.963256242,0.986871337,0.00693621,,,,,
0.982,0.97998414,0.00602437,0.968176593,0.991791688,0.00201586,,,,,
0.982,0.982920169,0.00602437,0.971112621,0.994727716,-0.000920169,,,,,
0.982,0.982573547,0.00602437,0.970765999,0.994381094,-0.000573547,,,,,
0.982,0.981928346,0.00602437,0.970120799,0.993735894,7.16539E-05,,,,,
0.982,0.981868598,0.00602437,0.970061051,0.993676146,0.000131402,,,,,
0.982,0.981971296,0.00602437,0.970163749,0.993778844,0.000028704,,,,,
0.982,0.981747745,0.00602437,0.969940198,0.993555293,0.000252255,,,,,
0.982,0.981864177,0.00602437,0.97005663,0.993671725,0.000135823,,,,,
0.982,0.981879457,0.00602437,0.97007191,0.993687005,0.000120543,,,,,
0.972,0.981703993,0.00602437,0.969896445,0.99351154,-0.009703993,,,,,
0.972,0.965305763,0.00602437,0.953498215,0.97711331,0.006694237,,,,,
0.972,0.969984258,0.00602437,0.95817671,0.981791805,0.002015742,,,,,
0.972,0.973044096,0.00602437,0.961236548,0.984851643,-0.001044096,,,,,
0.972,0.972226637,0.00602437,0.96041909,0.984034185,-0.000226637,,,,,
0.972,0.97153764,0.00602437,0.959730092,0.983345187,0.00046236,,,,,
0.972,0.971784518,0.00602437,0.959976971,0.983592066,0.000215482,,,,,
0.972,0.972097237,0.00602437,0.960289689,0.983904784,-0.000097237,,,,,
0.972,0.971913608,0.00602437,0.960106061,0.983721156,8.63917E-05,,,,,
0.972,0.971995363,0.00602437,0.960187816,0.983802911,4.64E-06,,,,,
0.972,0.971928754,0.00602437,0.960121207,0.983736301,0.000071246,,,,,
0.972,0.971676878,0.00602437,0.95986933,0.983484425,0.000323122,,,,,
0.972,0.972089228,0.00602437,0.960281681,0.983896776,-0.000089228,,,,,
0.972,0.972093578,0.00602437,0.96028603,0.983901125,-0.000093578,,,,,
0.972,0.972293237,0.00602437,0.960485689,0.984100784,-0.000293236,,,,,
0.972,0.971792764,0.00602437,0.959985217,0.983600312,0.000207236,,,,,
0.972,0.971684246,0.00602437,0.959876698,0.983491793,0.000315755,,,,,
0.972,0.971922217,0.00602437,0.96011467,0.983729765,7.77829E-05,,,,,
0.972,0.972071292,0.00602437,0.960263745,0.98387884,-0.000071292,,,,,
0.972,0.972096413,0.00602437,0.960288866,0.983903961,-0.000096413,,,,,
0.962,0.972080402,0.00602437,0.960272855,0.98388795,-0.010080402,,,,,
0.962,0.955219447,0.00602437,0.9434119,0.967026995,0.006780553,,,,,
0.952,0.959879826,0.00602437,0.948072278,0.971687373,-0.007879826,,,,,
0.952,0.945873966,0.00602437,0.934066419,0.957681514,0.006126034,,,,,
0.952,0.950274215,0.00602437,0.938466667,0.962081762,0.001725785,,,,,
0.952,0.952572621,0.00602437,0.940765074,0.964380168,-0.000572621,,,,,
0.952,0.952324017,0.00602437,0.940516469,0.964131564,-0.000324017,,,,,
0.952,0.951904646,0.00602437,0.940097098,0.963712193,9.53542E-05,,,,,
0.952,0.951680135,0.00602437,0.939872587,0.963487682,0.000319865,,,,,
0.952,0.951897186,0.00602437,0.940089638,0.963704733,0.000102814,,,,,
0.952,0.951624653,0.00602437,0.939817106,0.963432201,0.000375347,,,,,
0.952,0.951548282,0.00602437,0.939740734,0.963355829,0.000451718,,,,,
0.952,0.951990167,0.00602437,0.940182619,0.963797714,9.83E-06,,,,,
0.952,0.951812423,0.00602437,0.940004876,0.963619971,0.000187577,,,,,
0.952,0.952460507,0.00602437,0.94065296,0.964268055,-0.000460507,,,,,
0.952,0.951917698,0.00602437,0.94011015,0.963725245,8.23022E-05,,,,,
0.952,0.951972152,0.00602437,0.940164605,0.9637797,2.78478E-05,,,,,
0.952,0.951660455,0.00602437,0.939852908,0.963468003,0.000339545,,,,,
0.952,0.951713584,0.00602437,0.939906037,0.963521132,0.000286416,,,,,
0.952,0.952011884,0.00602437,0.940204336,0.963819431,-0.000011884,,,,,
0.952,0.952184049,0.00602437,0.940376502,0.963991597,-0.000184049,,,,,
0.952,0.952206419,0.00602437,0.940398871,0.964013966,-0.000206419,,,,,
0.952,0.952125434,0.00602437,0.940317887,0.963932982,-0.000125434,,,,,
0.952,0.952036646,0.00602437,0.940229099,0.963844194,-0.000036646,,,,,
0.952,0.951958319,0.00602437,0.940150772,0.963765867,4.16808E-05,,,,,
0.952,0.951907489,0.00602437,0.940099941,0.963715036,9.25115E-05,,,,,
0.952,0.951942911,0.00602437,0.940135363,0.963750458,5.70892E-05,,,,,
0.952,0.95197634,0.00602437,0.940168792,0.963783887,2.36604E-05,,,,,
0.952,0.95202841,0.00602437,0.940220862,0.963835957,-0.000028409,,,,,
0.952,0.952022454,0.00602437,0.940214906,0.963830001,-0.000022453,,,,,
0.952,0.951993338,0.00602437,0.940185791,0.963800886,6.66E-06,,,,,
0.952,0.951958825,0.00602437,0.940151278,0.963766373,4.11747E-05,,,,,
0.952,0.951947679,0.00602437,0.940140131,0.963755226,5.23213E-05,,,,,
0.942,0.951965421,0.00602437,0.940157874,0.963772969,-0.009965421,,,,,
0.942,0.935140762,0.00602437,0.923333214,0.946948309,0.006859238,,,,,
0.942,0.939853946,0.00602437,0.928046399,0.951661494,0.002146054,,,,,
0.942,0.942734289,0.00602437,0.930926742,0.954541837,-0.000734289,,,,,
0.942,0.942436445,0.00602437,0.930628898,0.954243993,-0.000436445,,,,,
0.942,0.941844706,0.00602437,0.930037158,0.953652253,0.000155295,,,,,
0.942,0.94183372,0.00602437,0.930026172,0.953641267,0.00016628,,,,,
0.942,0.941972036,0.00602437,0.930164488,0.953779583,2.79644E-05,,,,,
0.942,0.941761311,0.00602437,0.929953764,0.953568859,0.000238689,,,,,
0.942,0.941887153,0.00602437,0.930079606,0.953694701,0.000112847,,,,,
0.942,0.941862957,0.00602437,0.93005541,0.953670505,0.000137043,,,,,
0.942,0.941661034,0.00602437,0.929853486,0.953468581,0.000338966,,,,,
0.942,0.942107072,0.00602437,0.930299524,0.953914619,-0.000107072,,,,,
0.942,0.942112817,0.00602437,0.93030527,0.953920365,-0.000112817,,,,,
0.942,0.942308223,0.00602437,0.930500676,0.954115771,-0.000308223,,,,,
0.942,0.941763804,0.00602437,0.929956256,0.953571351,0.000236196,,,,,
0.942,0.941633519,0.00602437,0.929825971,0.953441066,0.000366481,,,,,
0.932,0.941876713,0.00602437,0.930069165,0.95368426,-0.009876713,,,,,
0.932,0.925217453,0.00602437,0.913409905,0.937025,0.006782547,,,,,
0.932,0.929973423,0.00602437,0.918165875,0.94178097,0.002026577,,,,,
0.932,0.93283759,0.00602437,0.921030042,0.944645137,-0.000837589,,,,,
0.932,0.932519061,0.00602437,0.920711514,0.944326609,-0.000519061,,,,,
0.932,0.931881067,0.00602437,0.92007352,0.943688615,0.000118933,,,,,
0.932,0.93182507,0.00602437,0.920017522,0.943632617,0.00017493,,,,,
0.932,0.931940068,0.00602437,0.920132521,0.943747616,5.99318E-05,,,,,
0.932,0.931716032,0.00602437,0.919908485,0.94352358,0.000283968,,,,,
0.932,0.931880145,0.00602437,0.920072598,0.943687692,0.000119855,,,,,
0.932,0.931885035,0.00602437,0.920077488,0.943692583,0.000114965,,,,,
0.932,0.931690223,0.00602437,0.919882675,0.94349777,0.000309778,,,,,
0.932,0.932107157,0.00602437,0.920299609,0.943914704,-0.000107157,,,,,
0.932,0.932088487,0.00602437,0.920280939,0.943896034,-0.000088487,,,,,
0.932,0.932287539,0.00602437,0.920479991,0.944095086,-0.000287539,,,,,
0.932,0.931758204,0.00602437,0.919950656,0.943565751,0.000241796,,,,,
0.922,0.931637553,0.00602437,0.919830006,0.943445101,-0.009637553,,,,,
0.922,0.915034995,0.00602437,0.903227447,0.926842542,0.006965005,,,,,
0.922,0.919921679,0.00602437,0.908114131,0.931729226,0.002078321,,,,,
0.922,0.922853249,0.00602437,0.911045701,0.934660796,-0.000853249,,,,,
0.922,0.922539989,0.00602437,0.910732442,0.934347537,-0.000539989,,,,,
0.922,0.921922925,0.00602437,0.910115378,0.933730473,7.70746E-05,,,,,
0.922,0.921861437,0.00602437,0.910053889,0.933668984,0.000138563,,,,,
0.922,0.921951617,0.00602437,0.91014407,0.933759165,4.83827E-05,,,,,
0.922,0.921720293,0.00602437,0.909912745,0.93352784,0.000279707,,,,,
0.922,0.921836548,0.00602437,0.910029,0.933644095,0.000163452,,,,,
0.922,0.921854935,0.00602437,0.910047387,0.933662482,0.000145065,,,,,
0.912,0.921684349,0.00602437,0.909876802,0.933491897,-0.009684349,,,,,
0.912,0.905291736,0.00602437,0.893484188,0.917099283,0.006708264,,,,,
0.912,0.90997204,0.00602437,0.898164493,0.921779588,0.00202796,,,,,
0.912,0.913028862,0.00602437,0.901221314,0.924836409,-0.001028862,,,,,
0.912,0.912204048,0.00602437,0.900396501,0.924011596,-0.000204048,,,,,
0.912,0.911509124,0.00602437,0.899701577,0.923316672,0.000490876,,,,,
0.912,0.911755497,0.00602437,0.899947949,0.923563044,0.000244503,,,,,
0.912,0.912072617,0.00602437,0.90026507,0.923880165,-0.000072617,,,,,
0.912,0.911894008,0.00602437,0.900086461,0.923701556,0.000105992,,,,,
0.912,0.911977632,0.00602437,0.900170084,0.923785179,2.23682E-05,,,,,
0.912,0.911909721,0.00602437,0.900102174,0.923717269,9.02788E-05,,,,,
0.912,0.911655367,0.00602437,0.899847819,0.923462914,0.000344634,,,,,
0.912,0.912065847,0.00602437,0.900258299,0.923873394,-0.000065847,,,,,
0.912,0.912069663,0.00602437,0.900262115,0.92387721,-0.000069662,,,,,
0.912,0.91227,0.00602437,0.900462452,0.924077547,-0.00027,,,,,
0.912,0.911770825,0.00602437,0.899963277,0.923578372,0.000229175,,,,,
0.912,0.91166332,0.00602437,0.899855773,0.923470868,0.00033668,,,,,
0.912,0.911901483,0.00602437,0.900093936,0.923709031,9.85168E-05,,,,,
0.912,0.912050013,0.00602437,0.900242466,0.923857561,-0.000050013,,,,,
0.912,0.912074516,0.00602437,0.900266969,0.923882064,-0.000074516,,,,,
0.902,0.912058445,0.00602437,0.900250897,0.923865992,-0.010058445,,,,,
0.902,0.895198061,0.00602437,0.883390513,0.907005608,0.006801939,,,,,
0.902,0.899859194,0.00602437,0.888051647,0.911666742,0.002140806,,,,,
0.902,0.902699271,0.00602437,0.890891724,0.914506819,-0.000699271,,,,,
0.902,0.902393405,0.00602437,0.890585857,0.914200952,-0.000393404,,,,,
0.902,0.901802605,0.00602437,0.889995057,0.913610152,0.000197395,,,,,
0.902,0.901836449,0.00602437,0.890028902,0.913643997,0.000163551,,,,,
0.902,0.901997657,0.00602437,0.89019011,0.913805205,2.34E-06,,,,,
0.902,0.901781668,0.00602437,0.88997412,0.913589215,0.000218332,,,,,
0.902,0.901869265,0.00602437,0.890061718,0.913676813,0.000130735,,,,,
0.902,0.901820056,0.00602437,0.890012508,0.913627603,0.000179944,,,,,
0.902,0.901627656,0.00602437,0.889820108,0.913435203,0.000372344,,,,,
0.902,0.902095021,0.00602437,0.890287473,0.913902568,-0.000095021,,,,,
0.902,0.902113134,0.00602437,0.890305586,0.913920681,-0.000113134,,,,,
0.902,0.902307265,0.00602437,0.890499718,0.914114813,-0.000307265,,,,,
0.902,0.901754307,0.00602437,0.88994676,0.913561855,0.000245693,,,,,
0.902,0.901614328,0.00602437,0.88980678,0.913421875,0.000385673,,,,,
0.902,0.901850996,0.00602437,0.890043449,0.913658544,0.000149004,,,,,
0.892,0.902037794,0.00602437,0.890230246,0.913845341,-0.010037794,,,,,
0.892,0.885248218,0.00602437,0.87344067,0.897055765,0.006751782,,,,,
0.892,0.889938655,0.00602437,0.878131108,0.901746203,0.002061345,,,,,
0.892,0.892797711,0.00602437,0.880990164,0.904605259,-0.000797711,,,,,
0.892,0.892457199,0.00602437,0.880649651,0.904264746,-0.000457199,,,,,
0.892,0.891823606,0.00602437,0.880016058,0.903631153,0.000176394,,,,,
0.892,0.891795388,0.00602437,0.87998784,0.903602935,0.000204612,,,,,
0.892,0.891923009,0.00602437,0.880115461,0.903730556,7.69911E-05,,,,,
0.892,0.891750193,0.00602437,0.879942645,0.90355774,0.000249807,,,,,
0.892,0.891899742,0.00602437,0.880092195,0.90370729,0.000100258,,,,,
0.892,0.891876972,0.00602437,0.880069425,0.90368452,0.000123028,,,,,
0.892,0.891643812,0.00602437,0.879836264,0.903451359,0.000356188,,,,,
0.892,0.892067527,0.00602437,0.88025998,0.903875075,-0.000067527,,,,,
0.892,0.892080897,0.00602437,0.880273349,0.903888444,-0.000080896,,,,,
0.892,0.892293913,0.00602437,0.880486366,0.904101461,-0.000293913,,,,,
0.892,0.891759188,0.00602437,0.87995164,0.903566735,0.000240813,,,,,
0.892,0.891627251,0.00602437,0.879819703,0.903434798,0.000372749,,,,,
0.892,0.891863251,0.00602437,0.880055703,0.903670798,0.000136749,,,,,
0.892,0.892041453,0.00602437,0.880233906,0.903849001,-0.000041453,,,,,
0.882,0.892085519,0.00602437,0.880277971,0.903893066,-0.010085519,,,,,
0.882,0.875215313,0.00602437,0.863407765,0.88702286,0.006784688,,,,,
0.882,0.879890473,0.00602437,0.868082925,0.89169802,0.002109527,,,,,
