Corrected_Mean,FORECAST,STD,L95,U95,RESIDUAL,,,,,
0.992,,,,,,,,Date,Actual Height,Forecasted Height
1.092,1.084987274,0.00602437,1.073179726,1.096794821,0.007012726,,,,,
1.092,1.089308756,0.00602437,1.077501208,1.101116303,0.002691244,,,,,
1.092,1.092570409,0.00602437,1.080762862,1.104377957,-0.000570409,,,,,
1.092,1.092444773,0.00602437,1.080637226,1.104252321,-0.000444773,,,,,
1.092,1.09173673,0.00602437,1.079929182,1.103544277,0.00026327,,,,,
1.092,1.092165118,0.00602437,1.080357571,1.103972666,-0.000165118,,,,,
1.092,1.092261372,0.00602437,1.080453825,1.104068919,-0.000261372,,,,,
1.082,1.092173297,0.00602437,1.08036575,1.103980845,-0.010173297,,,,,
1.082,1.07484905,0.00602437,1.063041503,1.086656598,0.00715095,,,,,
1.082,1.079382085,0.00602437,1.067574538,1.091189633,0.002617915,,,,,
1.082,1.082315341,0.00602437,1.070507794,1.094122889,-0.000315341,,,,,
1.082,1.082721742,0.00602437,1.070914194,1.094529289,-0.000721742,,,,,
1.082,1.082235646,0.00602437,1.070428098,1.094043193,-0.000235645,,,,,
1.082,1.082400495,0.00602437,1.070592948,1.094208043,-0.000400495,,,,,
1.082,1.081912187,0.00602437,1.070104639,1.093719734,8.78135E-05,,,,,
1.072,1.081469881,0.00602437,1.069662334,1.093277429,-0.009469881,,,,,
1.072,1.064940931,0.00602437,1.053133384,1.076748479,0.007059069,,,,,
1.072,1.069815366,0.00602437,1.058007818,1.081622913,0.002184634,,,,,
1.072,1.072575183,0.00602437,1.060767636,1.08438273,-0.000575183,,,,,
1.072,1.072773856,0.00602437,1.060966308,1.084581403,-0.000773856,,,,,
1.072,1.072191462,0.00602437,1.060383915,1.083999009,-0.000191462,,,,,
1.072,1.072310812,0.00602437,1.060503264,1.084118359,-0.000310812,,,,,
1.072,1.071799354,0.00602437,1.059991807,1.083606902,0.000200646,,,,,
1.062,1.071398855,0.00602437,1.059591307,1.083206402,-0.009398855,,,,,
1.062,1.054922676,0.00602437,1.043115129,1.066730223,0.007077324,,,,,
1.062,1.059869774,0.00602437,1.048062227,1.071677322,0.002130226,,,,,
1.062,1.062667347,0.00602437,1.0508598,1.074474895,-0.000667347,,,,,
1.062,1.062818583,0.00602437,1.051011035,1.07462613,-0.000818583,,,,,
1.062,1.062163327,0.00602437,1.05035578,1.073970875,-0.000163327,,,,,
1.062,1.062247036,0.00602437,1.050439489,1.074054584,-0.000247036,,,,,
1.052,1.061775429,0.00602437,1.049967881,1.073582976,-0.009775429,,,,,
1.052,1.044579503,0.00602437,1.032771956,1.056387051,0.007420497,,,,,
1.052,1.049666751,0.00602437,1.037859203,1.061474298,0.002333249,,,,,
1.052,1.052780257,0.00602437,1.040972709,1.064587804,-0.000780257,,,,,
1.052,1.052385686,0.00602437,1.040578138,1.064193233,-0.000385685,,,,,
1.052,1.052227198,0.00602437,1.04041965,1.064034745,-0.000227198,,,,,
1.042,1.052142294,0.00602437,1.040334746,1.063949841,-0.010142294,,,,,
1.042,1.035526832,0.00602437,1.023719285,1.04733438,0.006473168,,,,,
1.042,1.03942171,0.00602437,1.027614162,1.051229257,0.00257829,,,,,
1.042,1.0423104,0.00602437,1.030502853,1.054117948,-0.0003104,,,,,
1.042,1.042269481,0.00602437,1.030461934,1.054077029,-0.000269481,,,,,
1.032,1.041734118,0.00602437,1.029926571,1.053541666,-0.009734118,,,,,
1.032,1.025405587,0.00602437,1.013598039,1.037213134,0.006594414,,,,,
1.032,1.030212903,0.00602437,1.018405356,1.042020451,0.001787097,,,,,
1.032,1.032989284,0.00602437,1.021181737,1.044796832,-0.000989284,,,,,
1.032,1.032187896,0.00602437,1.020380348,1.043995443,-0.000187896,,,,,
1.032,1.031413921,0.00602437,1.019606373,1.043221468,0.000586079,,,,,
1.032,1.0314701,0.00602437,1.019662552,1.043277647,0.0005299,,,,,
1.032,1.032263857,0.00602437,1.02045631,1.044071405,-0.000263857,,,,,
1.032,1.0321533,0.00602437,1.020345753,1.043960848,-0.0001533,,,,,
1.022,1.032458026,0.00602437,1.020650479,1.044265574,-0.010458026,,,,,
1.022,1.014987577,0.00602437,1.003180029,1.026795124,0.007012423,,,,,
1.022,1.019259217,0.00602437,1.007451669,1.031066764,0.002740784,,,,,
1.022,1.022769473,0.00602437,1.010961926,1.034577021,-0.000769473,,,,,
1.022,1.022685043,0.00602437,1.010877496,1.034492591,-0.000685043,,,,,
1.022,1.022383166,0.00602437,1.010575618,1.034190713,-0.000383165,,,,,
1.022,1.021873399,0.00602437,1.010065852,1.033680947,0.000126601,,,,,
1.022,1.021864864,0.00602437,1.010057316,1.033672411,0.000135136,,,,,
1.022,1.0218132,0.00602437,1.010005652,1.033620747,0.0001868,,,,,
1.012,1.022015544,0.00602437,1.010207996,1.033823091,-0.010015544,,,,,
1.012,1.005144583,0.00602437,0.993337035,1.01695213,0.006855417,,,,,
1.012,1.009639393,0.00602437,0.997831846,1.021446941,0.002360607,,,,,
1.012,1.013025356,0.00602437,1.001217809,1.024832904,-0.001025356,,,,,
1.012,1.012751275,0.00602437,1.000943727,1.024558822,-0.000751274,,,,,
1.012,1.012325362,0.00602437,1.000517815,1.02413291,-0.000325362,,,,,
1.012,1.011708081,0.00602437,0.999900534,1.023515629,0.000291919,,,,,
1.012,1.01165869,0.00602437,0.999851142,1.023466237,0.00034131,,,,,
1.012,1.011718765,0.00602437,0.999911218,1.023526312,0.000281235,,,,,
1.012,1.012072396,0.00602437,1.000264849,1.023879943,-0.000072396,,,,,
1.012,1.012123293,0.00602437,1.000315746,1.023930841,-0.000123293,,,,,
1.002,1.011881728,0.00602437,1.00007418,1.023689275,-0.009881728,,,,,
1.002,0.995427142,0.00602437,0.983619595,1.00723469,0.006572858,,,,,
1.002,1.000079752,0.00602437,0.988272204,1.011887299,0.001920249,,,,,
1.002,1.003119377,0.00602437,0.991311829,1.014926924,-0.001119376,,,,,
1.002,1.002279469,0.00602437,0.990471922,1.014087017,-0.000279469,,,,,
1.002,1.001570111,0.00602437,0.989762564,1.013377659,0.000429889,,,,,
1.002,1.001859559,0.00602437,0.990052012,1.013667107,0.000140441,,,,,
1.002,1.002211084,0.00602437,0.990403537,1.014018632,-0.000211084,,,,,
1.002,1.00203783,0.00602437,0.990230283,1.013845378,-0.00003783,,,,,
1.002,1.002087682,0.00602437,0.990280134,1.013895229,-0.000087682,,,,,
1.002,1.001994607,0.00602437,0.99018706,1.013802155,5.39E-06,,,,,
1.002,1.001749813,0.00602437,0.989942265,1.01355736,0.000250187,,,,,
1.002,1.002182476,0.00602437,0.990374929,1.013990024,-0.000182476,,,,,
1.002,1.002196384,0.00602437,0.990388837,1.014003932,-0.000196384,,,,,
1.002,1.002391431,0.00602437,0.990583884,1.014198979,-0.000391431,,,,,
1.002,1.001882116,0.00602437,0.990074568,1.013689663,0.000117885,,,,,
1.002,1.001767806,0.00602437,0.989960259,1.013575353,0.000232194,,,,,
1.002,1.002003691,0.00602437,0.990196144,1.013811239,-3.69E-06,,,,,
1.012,1.002154796,0.00602437,0.990347248,1.013962343,0.009845204,,,,,
1.022,1.019030672,0.00602437,1.007223124,1.030838219,0.002969328,,,,,
1.022,1.031162692,0.00602437,1.019355144,1.042970239,-0.009162692,,,,,
1.032,1.023559223,0.00602437,1.011751675,1.03536677,0.008440777,,,,,
1.032,1.037754057,0.00602437,1.025946509,1.049561604,-0.005754057,,,,,
1.042,1.033857944,0.00602437,1.022050397,1.045665491,0.008142056,,,,,
1.042,1.048375777,0.00602437,1.036568229,1.060183324,-0.006375777,,,,,
1.052,1.043820185,0.00602437,1.032012637,1.055627732,0.008179815,,,,,
1.052,1.058495749,0.00602437,1.046688202,1.070303297,-0.006495749,,,,,
1.052,1.054222602,0.00602437,1.042415055,1.066030149,-0.002222602,,,,,
1.052,1.051703148,0.00602437,1.039895601,1.063510695,0.000296852,,,,,
1.052,1.052410749,0.00602437,1.040603201,1.064218296,-0.000410749,,,,,
1.062,1.052463618,0.00602437,1.040656071,1.064271166,0.009536382,,,,,
1.062,1.069105266,0.00602437,1.057297718,1.080912813,-0.007105266,,,,,
1.072,1.064158283,0.00602437,1.052350736,1.07596583,0.007841717,,,,,
1.072,1.078272181,0.00602437,1.066464633,1.090079728,-0.006272181,,,,,
1.072,1.074601279,0.00602437,1.062793731,1.086408826,-0.002601279,,,,,
1.072,1.071557749,0.00602437,1.059750202,1.083365297,0.000442251,,,,,
1.082,1.072146697,0.00602437,1.06033915,1.083954245,0.009853303,,,,,
1.082,1.088682327,0.00602437,1.076874779,1.100489874,-0.006682327,,,,,
1.082,1.084473102,0.00602437,1.072665555,1.09628065,-0.002473102,,,,,
1.082,1.081152589,0.00602437,1.069345042,1.092960137,0.000847411,,,,,
1.082,1.082040169,0.00602437,1.070232622,1.093847717,-0.000040169,,,,,
1.082,1.082783642,0.00602437,1.070976094,1.094591189,-0.000783642,,,,,
1.082,1.082169613,0.00602437,1.070362066,1.093977161,-0.000169613,,,,,
1.082,1.08213017,0.00602437,1.070322623,1.093937718,-0.00013017,,,,,
1.082,1.081682556,0.00602437,1.069875009,1.093490103,0.000317444,,,,,
1.082,1.08211798,0.00602437,1.070310433,1.093925528,-0.00011798,,,,,
1.082,1.082135528,0.00602437,1.070327981,1.093943076,-0.000135528,,,,,
1.082,1.082700129,0.00602437,1.070892581,1.094507676,-0.000700129,,,,,
1.082,1.08227864,0.00602437,1.070471093,1.094086188,-0.00027864,,,,,
1.082,1.08196438,0.00602437,1.070156833,1.093771928,3.56199E-05,,,,,
1.082,1.081587763,0.00602437,1.069780216,1.093395311,0.000412237,,,,,
1.082,1.082065006,0.00602437,1.070257459,1.093872554,-0.000065006,,,,,
1.082,1.082266915,0.00602437,1.070459368,1.094074462,-0.000266915,,,,,
1.082,1.082124015,0.00602437,1.070316468,1.093931563,-0.000124015,,,,,
1.082,1.08204637,0.00602437,1.070238822,1.093853917,-0.00004637,,,,,
1.082,1.082069792,0.00602437,1.070262244,1.093877339,-0.000069792,,,,,
1.082,1.082055986,0.00602437,1.070248438,1.093863533,-0.000055986,,,,,
1.082,1.082044745,0.00602437,1.070237198,1.093852293,-0.000044745,,,,,
1.082,1.08203848,0.00602437,1.070230933,1.093846028,-0.00003848,,,,,
1.082,1.082086521,0.00602437,1.070278973,1.093894068,-0.000086521,,,,,
1.082,1.082132294,0.00602437,1.070324746,1.093939841,-0.000132294,,,,,
1.082,1.082172518,0.00602437,1.070364971,1.093980066,-0.000172518,,,,,
1.082,1.082140943,0.00602437,1.070333396,1.09394849,-0.000140943,,,,,
1.082,1.082091541,0.00602437,1.070283993,1.093899088,-0.000091541,,,,,
1.082,1.082063885,0.00602437,1.070256338,1.093871433,-0.000063885,,,,,
1.082,1.082086374,0.00602437,1.070278827,1.093893922,-0.000086374,,,,,
1.082,1.082119892,0.00602437,1.070312344,1.093927439,-0.000119891,,,,,
1.082,1.08213182,0.00602437,1.070324273,1.093939368,-0.00013182,,,,,
1.082,1.082128591,0.00602437,1.070321044,1.093936139,-0.000128591,,,,,
1.082,1.082122505,0.00602437,1.070314957,1.093930052,-0.000122505,,,,,
1.082,1.082114531,0.00602437,1.070306984,1.093922079,-0.000114531,,,,,
1.082,1.082107747,0.00602437,1.070300199,1.093915294,-0.000107747,,,,,
1.082,1.082105169,0.00602437,1.070297621,1.093912716,-0.000105169,,,,,
1.082,1.08210978,0.00602437,1.070302233,1.093917328,-0.00010978,,,,,
1.082,1.08211681,0.00602437,1.070309263,1.093924357,-0.00011681,,,,,
1.082,1.0821212,0.00602437,1.070313653,1.093928747,-0.0001212,,,,,
1.082,1.082118665,0.00602437,1.070311117,1.093926212,-0.000118665,,,,,
1.082,1.082112537,0.00602437,1.07030499,1.093920085,-0.000112537,,,,,
1.082,1.082108738,0.00602437,1.070301191,1.093916286,-0.000108738,,,,,
1.082,1.082110276,0.00602437,1.070302729,1.093917824,-0.000110276,,,,,
1.082,1.082114928,0.00602437,1.07030738,1.093922475,-0.000114928,,,,,
1.082,1.08211879,0.00602437,1.070311242,1.093926337,-0.00011879,,,,,
1.082,1.082120158,0.00602437,1.070312611,1.093927705,-0.000120158,,,,,
1.082,1.082119565,0.00602437,1.070312017,1.093927112,-0.000119565,,,,,
1.082,1.082118147,0.00602437,1.0703106,1.093925695,-0.000118147,,,,,
1.082,1.082117118,0.00602437,1.07030957,1.093924665,-0.000117118,,,,,
1.082,1.082117288,0.00602437,1.070309741,1.093924836,-0.000117288,,,,,
1.072,1.082118824,0.00602437,1.070311277,1.093926371,-0.010118824,,,,,
1.082,1.065275438,0.00602437,1.05346789,1.077082985,0.016724563,,,,,
1.082,1.086828647,0.00602437,1.075021099,1.098636194,-0.004828647,,,,,
1.082,1.085011989,0.00602437,1.073204442,1.096819537,-0.003011989,,,,,
1.072,1.081840081,0.00602437,1.070032534,1.093647629,-0.009840081,,,,,
1.072,1.064696397,0.00602437,1.05288885,1.076503945,0.007303603,,,,,
1.082,1.069975084,0.00602437,1.058167537,1.081782632,0.012024916,,,,,
1.072,1.089848464,0.00602437,1.078040916,1.101656011,-0.017848464,,,,,
1.072,1.06766237,0.00602437,1.055854823,1.079469918,0.00433763,,,,,
1.072,1.069238917,0.00602437,1.05743137,1.081046465,0.002761083,,,,,
1.072,1.072260999,0.00602437,1.060453452,1.084068546,-0.000260999,,,,,
1.072,1.072518463,0.00602437,1.060710915,1.08432601,-0.000518463,,,,,
1.072,1.072373205,0.00602437,1.060565657,1.084180752,-0.000373205,,,,,
1.072,1.071907968,0.00602437,1.060100421,1.083715516,9.20319E-05,,,,,
1.072,1.072420277,0.00602437,1.060612729,1.084227824,-0.000420277,,,,,
1.072,1.071143101,0.00602437,1.059335553,1.082950648,0.0008569,,,,,
1.072,1.072154039,0.00602437,1.060346492,1.083961587,-0.000154039,,,,,
1.072,1.072711211,0.00602437,1.060903664,1.084518759,-0.000711211,,,,,
1.072,1.072201705,0.00602437,1.060394158,1.084009253,-0.000201705,,,,,
1.072,1.071961946,0.00602437,1.060154399,1.083769494,3.80537E-05,,,,,
1.072,1.071569093,0.00602437,1.059761546,1.083376641,0.000430907,,,,,
1.072,1.072542291,0.00602437,1.060734743,1.084349838,-0.000542291,,,,,
1.072,1.072293494,0.00602437,1.060485947,1.084101042,-0.000293494,,,,,
1.072,1.07198009,0.00602437,1.060172543,1.083787638,1.99098E-05,,,,,
1.072,1.072045927,0.00602437,1.06023838,1.083853475,-0.000045927,,,,,
1.072,1.072161083,0.00602437,1.060353536,1.083968631,-0.000161083,,,,,
1.072,1.072227896,0.00602437,1.060420349,1.084035444,-0.000227896,,,,,
1.072,1.072174346,0.00602437,1.060366798,1.083981893,-0.000174346,,,,,
1.062,1.07215259,0.00602437,1.060345042,1.083960137,-0.01015259,,,,,
1.062,1.055259231,0.00602437,1.043451684,1.067066779,0.006740769,,,,,
1.062,1.059989437,0.00602437,1.04818189,1.071796985,0.002010563,,,,,
1.062,1.062929143,0.00602437,1.051121595,1.07473669,-0.000929143,,,,,
1.062,1.062613719,0.00602437,1.050806171,1.074421266,-0.000613719,,,,,
1.062,1.062008389,0.00602437,1.050200842,1.073815937,-8.39E-06,,,,,
1.062,1.061988799,0.00602437,1.050181252,1.073796347,1.12009E-05,,,,,
1.062,1.062154179,0.00602437,1.050346631,1.073961726,-0.000154179,,,,,
1.052,1.06194028,0.00602437,1.050132732,1.073747827,-0.00994028,,,,,
1.062,1.045193281,0.00602437,1.033385733,1.057000828,0.016806719,,,,,
1.052,1.066712762,0.00602437,1.054905215,1.07852031,-0.014712762,,,,,
1.052,1.047859413,0.00602437,1.036051865,1.05966696,0.004140587,,,,,
1.052,1.049855148,0.00602437,1.038047601,1.061662696,0.002144852,,,,,
1.052,1.052454919,0.00602437,1.040647371,1.064262466,-0.000454919,,,,,
1.052,1.05293502,0.00602437,1.041127472,1.064742567,-0.00093502,,,,,
1.052,1.051942494,0.00602437,1.040134947,1.063750042,5.75059E-05,,,,,
1.042,1.051450293,0.00602437,1.039642746,1.06325784,-0.009450293,,,,,
1.042,1.03532119,0.00602437,1.023513642,1.047128737,0.00667881,,,,,
1.042,1.039850982,0.00602437,1.028043435,1.05165853,0.002149018,,,,,
1.042,1.042736752,0.00602437,1.030929205,1.0545443,-0.000736752,,,,,
1.032,1.043055284,0.00602437,1.031247736,1.054862831,-0.011055284,,,,,
1.032,1.024955909,0.00602437,1.013148361,1.036763456,0.007044091,,,,,
1.032,1.030235064,0.00602437,1.018427517,1.042042611,0.001764936,,,,,
1.032,1.0324721,0.00602437,1.020664553,1.044279648,-0.0004721,,,,,
1.032,1.032560292,0.00602437,1.020752744,1.044367839,-0.000560292,,,,,
1.032,1.031924116,0.00602437,1.020116569,1.043731664,0.000075884,,,,,
1.032,1.031752533,0.00602437,1.019944986,1.043560081,0.000247467,,,,,
1.032,1.031825209,0.00602437,1.020017661,1.043632756,0.000174791,,,,,
1.032,1.032169977,0.00602437,1.02036243,1.043977525,-0.000169977,,,,,
1.032,1.03229878,0.00602437,1.020491232,1.044106327,-0.00029878,,,,,
1.032,1.032393239,0.00602437,1.020585692,1.044200787,-0.000393239,,,,,
1.022,1.031628155,0.00602437,1.019820607,1.043435702,-0.009628155,,,,,
1.022,1.015098263,0.00602437,1.003290716,1.026905811,0.006901737,,,,,
1.022,1.020037042,0.00602437,1.008229494,1.031844589,0.001962958,,,,,
1.022,1.023344312,0.00602437,1.011536764,1.035151859,-0.001344312,,,,,
1.022,1.022541197,0.00602437,1.01073365,1.034348745,-0.000541197,,,,,
1.022,1.021814115,0.00602437,1.010006567,1.033621662,0.000185885,,,,,
1.012,1.0219981,0.00602437,1.010190553,1.033805647,-0.0099981,,,,,
1.012,1.005420886,0.00602437,0.993613338,1.017228433,0.006579115,,,,,
1.012,1.00990964,0.00602437,0.998102092,1.021717187,0.00209036,,,,,
1.012,1.012872037,0.00602437,1.001064489,1.024679584,-0.000872037,,,,,
1.012,1.012534015,0.00602437,1.000726468,1.024341563,-0.000534015,,,,,
1.012,1.011756036,0.00602437,0.999948489,1.023563583,0.000243964,,,,,
1.012,1.012185134,0.00602437,1.000377587,1.023992681,-0.000185134,,,,,
1.012,1.012304805,0.00602437,1.000497257,1.024112352,-0.000304805,,,,,
1.012,1.012232538,0.00602437,1.000424991,1.024040086,-0.000232538,,,,,
1.002,1.011819907,0.00602437,1.000012359,1.023627454,-0.009819907,,,,,
1.002,0.994853095,0.00602437,0.983045548,1.006660642,0.007146905,,,,,
1.002,0.999631811,0.00602437,0.987824263,1.011439358,0.002368189,,,,,
1.002,1.003141885,0.00602437,0.991334337,1.014949432,-0.001141885,,,,,
1.002,1.002895278,0.00602437,0.99108773,1.014702825,-0.000895278,,,,,
1.002,1.002483675,0.00602437,0.990676127,1.014291222,-0.000483675,,,,,
1.002,1.001900652,0.00602437,0.990093104,1.013708199,9.93481E-05,,,,,
1.002,1.001843988,0.00602437,0.990036441,1.013651536,0.000156012,,,,,
1.002,1.001814744,0.00602437,0.990007197,1.013622292,0.000185256,,,,,
1.002,1.002102995,0.00602437,0.990295447,1.013910542,-0.000102995,,,,,
1.002,1.00213075,0.00602437,0.990323203,1.013938298,-0.00013075,,,,,
1.002,1.001961231,0.00602437,0.990153683,1.013768778,3.87694E-05,,,,,
1.002,1.002410521,0.00602437,0.990602974,1.014218069,-0.000410521,,,,,
1.002,1.002363509,0.00602437,0.990555962,1.014171057,-0.000363509,,,,,
1.002,1.002475632,0.00602437,0.990668084,1.014283179,-0.000475632,,,,,
1.002,1.001888529,0.00602437,0.990080982,1.013696077,0.000111471,,,,,
0.992,1.001762293,0.00602437,0.989954746,1.01356984,-0.009762293,,,,,
0.992,0.985226358,0.00602437,0.973418811,0.997033906,0.006773642,,,,,
0.992,0.990161782,0.00602437,0.978354235,1.00196933,0.001838218,,,,,
0.992,0.993103484,0.00602437,0.981295936,1.004911031,-0.001103484,,,,,
0.992,0.992753835,0.00602437,0.980946287,1.004561382,-0.000753834,,,,,
0.992,0.992100285,0.00602437,0.980292737,1.003907832,-0.000100285,,,,,
0.992,0.99203224,0.00602437,0.980224693,1.003839787,-0.00003224,,,,,
0.992,0.992133173,0.00602437,0.980325626,1.003940721,-0.000133173,,,,,
0.992,0.99191486,0.00602437,0.980107313,1.003722408,8.51398E-05,,,,,
0.992,0.992041441,0.00602437,0.980233893,1.003848988,-0.000041441,,,,,
0.992,0.992064842,0.00602437,0.980257294,1.003872389,-0.000064842,,,,,
0.982,0.99189082,0.00602437,0.980083273,1.003698368,-0.00989082,,,,,
0.982,0.975488026,0.00602437,0.963680478,0.987295573,0.006511974,,,,,
0.982,0.98016099,0.00602437,0.968353442,0.991968537,0.00183901,,,,,
0.982,0.983218922,0.00602437,0.971411375,0.995026469,-0.001218922,,,,,
0.982,0.982403655,0.00602437,0.970596107,0.994211202,-0.000403655,,,,,
0.982,0.981718671,0.00602437,0.969911124,0.993526219,0.000281329,,,,,
0.982,0.981968883,0.00602437,0.970161336,0.993776431,3.11166E-05,,,,,
0.982,0.982282984,0.00602437,0.970475437,0.994090532,-0.000282984,,,,,
0.982,0.982098958,0.00602437,0.970291411,0.993906505,-0.000098958,,,,,
0.982,0.982179603,0.00602437,0.970372056,0.993987151,-0.000179603,,,,,
0.982,0.982112486,0.00602437,0.970304939,0.993920034,-0.000112486,,,,,
0.982,0.981861329,0.00602437,0.970053781,0.993668876,0.000138671,,,,,
0.982,0.982275347,0.00602437,0.970467799,0.994082894,-0.000275347,,,,,
0.982,0.982281383,0.00602437,0.970473835,0.99408893,-0.000281383,,,,,
0.982,0.982481945,0.00602437,0.970674397,0.994289492,-0.000481945,,,,,
0.982,0.981981511,0.00602437,0.970173963,0.993789058,1.84895E-05,,,,,
0.982,0.981872746,0.00602437,0.970065198,0.993680293,0.000127254,,,,,
0.972,0.982110872,0.00602437,0.970303325,0.99391842,-0.010110872,,,,,
0.982,0.965415247,0.00602437,0.953607699,0.977222794,0.016584753,,,,,
0.972,0.986993162,0.00602437,0.975185614,0.998800709,-0.014993162,,,,,
0.972,0.968315655,0.00602437,0.956508107,0.980123202,0.003684345,,,,,
0.972,0.96983551,0.00602437,0.958027963,0.981643058,0.00216449,,,,,
0.972,0.972381297,0.00602437,0.96057375,0.984188845,-0.000381297,,,,,
0.972,0.972621949,0.00602437,0.960814402,0.984429496,-0.000621949,,,,,
0.972,0.972156746,0.00602437,0.960349199,0.983964294,-0.000156746,,,,,
0.972,0.971786399,0.00602437,0.959978851,0.983593946,0.000213601,,,,,
0.972,0.972298661,0.00602437,0.960491114,0.984106209,-0.000298661,,,,,
0.972,0.971966295,0.00602437,0.960158747,0.983773842,3.37055E-05,,,,,
0.972,0.971919599,0.00602437,0.960112052,0.983727147,8.04006E-05,,,,,
0.972,0.972515646,0.00602437,0.960708099,0.984323194,-0.000515646,,,,,
0.972,0.971852524,0.00602437,0.960044976,0.983660071,0.000147476,,,,,
0.962,0.972494762,0.00602437,0.960687214,0.984302309,-0.010494762,,,,,
0.962,0.954930784,0.00602437,0.943123236,0.966738331,0.007069216,,,,,
0.962,0.960254743,0.00602437,0.948447196,0.97206229,0.001745257,,,,,
0.962,0.962971645,0.00602437,0.951164097,0.974779192,-0.000971645,,,,,
0.962,0.962496545,0.00602437,0.950688997,0.974304092,-0.000496545,,,,,
0.962,0.962016765,0.00602437,0.950209218,0.973824312,-0.000016765,,,,,
0.962,0.962115581,0.00602437,0.950308034,0.973923129,-0.000115581,,,,,
0.962,0.962284516,0.00602437,0.950476969,0.974092064,-0.000284516,,,,,
0.952,0.962020069,0.00602437,0.950212521,0.973827616,-0.010020069,,,,,
0.952,0.945272905,0.00602437,0.933465357,0.957080452,0.006727096,,,,,
0.952,0.949935487,0.00602437,0.93812794,0.961743035,0.002064513,,,,,
0.952,0.952595716,0.00602437,0.940788169,0.964403264,-0.000595716,,,,,
0.952,0.95279751,0.00602437,0.940989963,0.964605058,-0.00079751,,,,,
0.952,0.952204398,0.00602437,0.940396851,0.964011946,-0.000204398,,,,,
0.942,0.952408133,0.00602437,0.940600585,0.96421568,-0.010408132,,,,,
0.952,0.935138175,0.00602437,0.923330627,0.946945722,0.016861825,,,,,
0.942,0.956345038,0.00602437,0.944537491,0.968152586,-0.014345038,,,,,
0.942,0.938039289,0.00602437,0.926231742,0.949846837,0.003960711,,,,,
0.942,0.939722355,0.00602437,0.927914808,0.951529903,0.002277645,,,,,
0.942,0.942168022,0.00602437,0.930360474,0.953975569,-0.000168022,,,,,
0.942,0.94289449,0.00602437,0.931086943,0.954702038,-0.00089449,,,,,
0.942,0.942431708,0.00602437,0.930624161,0.954239256,-0.000431708,,,,,
0.932,0.942205802,0.00602437,0.930398254,0.954013349,-0.010205802,,,,,
0.932,0.925228701,0.00602437,0.913421153,0.937036248,0.006771299,,,,,
0.932,0.929419991,0.00602437,0.917612444,0.941227539,0.002580009,,,,,
0.932,0.932496006,0.00602437,0.920688458,0.944303553,-0.000496006,,,,,
0.932,0.933077772,0.00602437,0.921270224,0.944885319,-0.001077772,,,,,
0.932,0.931943455,0.00602437,0.920135908,0.943751003,5.65448E-05,,,,,
0.922,0.932554229,0.00602437,0.920746681,0.944361776,-0.010554229,,,,,
0.922,0.91503439,0.00602437,0.903226843,0.926841938,0.00696561,,,,,
0.922,0.92003945,0.00602437,0.908231902,0.931846997,0.00196055,,,,,
0.922,0.922827267,0.00602437,0.91101972,0.934634815,-0.000827267,,,,,
0.912,0.922333886,0.00602437,0.910526339,0.934141434,-0.010333886,,,,,
0.912,0.904831766,0.00602437,0.893024219,0.916639314,0.007168234,,,,,
0.912,0.91014721,0.00602437,0.898339663,0.921954758,0.00185279,,,,,
0.912,0.913241557,0.00602437,0.90143401,0.925049104,-0.001241557,,,,,
0.902,0.912877319,0.00602437,0.901069772,0.924684867,-0.010877319,,,,,
0.902,0.894948473,0.00602437,0.883140925,0.90675602,0.007051527,,,,,
0.892,0.899432515,0.00602437,0.887624967,0.911240062,-0.007432515,,,,,
0.902,0.885627992,0.00602437,0.873820444,0.897435539,0.016372008,,,,,
0.892,0.907378802,0.00602437,0.895571254,0.919186349,-0.015378802,,,,,
0.892,0.888316796,0.00602437,0.876509249,0.900124344,0.003683204,,,,,
0.882,0.890009911,0.00602437,0.878202364,0.901817459,-0.008009911,,,,,
0.882,0.875086091,0.00602437,0.863278543,0.886893638,0.006913909,,,,,
0.882,0.88011492,0.00602437,0.868307372,0.891922467,0.00188508,,,,,
0.922,0.882868396,0.00602437,0.871060848,0.894675943,0.039131604,,,,,
1.072,0.949935391,0.00602437,0.938127843,0.961742938,0.122064609,,,,,
1.222,1.18299773,0.00602437,1.171190183,1.194805278,0.03900227,,,,,
1.332,1.35352655,0.00602437,1.341719003,1.365334098,-0.02152655,,,,,
1.402,1.426371704,0.00602437,1.414564157,1.438179252,-0.024371704,,,,,
1.452,1.456479799,0.00602437,1.444672251,1.468287346,-0.004479799,,,,,
1.492,1.487855022,0.00602437,1.476047475,1.499662569,0.004144978,,,,,
1.512,1.523312738,0.00602437,1.511505191,1.535120285,-0.011312738,,,,,
1.522,1.530450482,0.00602437,1.518642934,1.542258029,-0.008450482,,,,,
1.542,1.534098872,0.00602437,1.522291325,1.54590642,0.007901128,,,,,
1.552,1.561569028,0.00602437,1.549761481,1.573376576,-0.009569028,,,,,
1.562,1.569988099,0.00602437,1.558180551,1.581795646,-0.007988099,,,,,
1.562,1.57844771,0.00602437,1.566640163,1.590255258,-0.01644771,,,,,
1.572,1.568098015,0.00602437,1.556290467,1.579905562,0.003901985,,,,,
1.572,1.578411098,0.00602437,1.566603551,1.590218646,-0.006411098,,,,,
1.582,1.570208372,0.00602437,1.558400824,1.582015919,0.011791628,,,,,
