Date,Corrected_Mean,FORECAST,STD,L95,U95,RESIDUAL,,,Actual Height,Forecasted Height
1/9/2016,0.652,0.652104405,0.006024364,0.64029687,0.663911941,-0.000104405,,,,
1/9/2016,0.652,0.652062167,0.006024364,0.640254632,0.663869703,-0.000062167,,,,
1/9/2016,0.652,0.652023075,0.006024364,0.64021554,0.663830611,-0.000023075,,,,
1/9/2016,0.652,0.652006816,0.006024364,0.64019928,0.663814351,-6.82E-06,,,,
1/9/2016,0.652,0.652000232,0.006024364,0.640192697,0.663807767,-2.32E-07,,,,
1/9/2016,0.652,0.652041798,0.006024364,0.640234262,0.663849333,-0.000041798,,,,
1/9/2016,0.652,0.652066532,0.006024364,0.640258996,0.663874067,-0.000066532,,,,
1/9/2016,0.652,0.652066032,0.006024364,0.640258497,0.663873568,-0.000066032,,,,
1/9/2016,0.652,0.652031814,0.006024364,0.640224279,0.66383935,-0.000031814,,,,
1/9/2016,0.652,0.652009906,0.006024364,0.64020237,0.663817441,-9.91E-06,,,,
1/9/2016,0.652,0.652020215,0.006024364,0.64021268,0.663827751,-0.000020215,,,,
1/9/2016,0.652,0.652039691,0.006024364,0.640232156,0.663847227,-0.000039691,,,,
1/9/2016,0.652,0.65204795,0.006024364,0.640240414,0.663855485,-0.00004795,,,,
1/9/2016,0.652,0.652042822,0.006024364,0.640235287,0.663850358,-0.000042822,,,,
1/9/2016,0.672,0.652032934,0.006024364,0.640225399,0.66384047,0.019967066,,,,
1/9/2016,0.712,0.685714912,0.006024364,0.673907376,0.697522447,0.026285088,,,,
1/10/2016,0.742,0.743679214,0.006024364,0.731871679,0.75548675,-0.001679214,,,,
1/10/2016,0.782,0.769614373,0.006024364,0.757806837,0.781421908,0.012385627,,,,
1/10/2016,0.812,0.811893494,0.006024364,0.800085959,0.82370103,0.000106506,,,,
1/10/2016,0.842,0.837239538,0.006024364,0.825432003,0.849047073,0.004760462,,,,
1/10/2016,0.862,0.865294954,0.006024364,0.853487418,0.877102489,-0.003294954,,,,
1/10/2016,0.882,0.878846679,0.006024364,0.867039144,0.890654215,0.003153321,,,,
1/10/2016,0.892,0.897575642,0.006024364,0.885768106,0.909383177,-0.005575642,,,,
1/10/2016,0.902,0.90211924,0.006024364,0.890311705,0.913926776,-0.00011924,,,,
1/10/2016,0.902,0.910547492,0.006024364,0.898739957,0.922355028,-0.008547492,,,,
1/10/2016,0.912,0.90535369,0.006024364,0.893546154,0.917161225,0.00664631,,,,
1/10/2016,0.912,0.920540388,0.006024364,0.908732852,0.932347923,-0.008540387,,,,
1/10/2016,0.922,0.915629859,0.006024364,0.903822323,0.927437394,0.006370141,,,,
1/10/2016,0.922,0.929081141,0.006024364,0.917273606,0.940888677,-0.007081141,,,,
1/10/2016,0.922,0.923884595,0.006024364,0.91207706,0.935692131,-0.001884595,,,,
1/10/2016,0.922,0.922548178,0.006024364,0.910740642,0.934355713,-0.000548178,,,,
1/10/2016,0.932,0.922911323,0.006024364,0.911103787,0.934718858,0.009088677,,,,
1/10/2016,0.932,0.940234737,0.006024364,0.928427202,0.952042273,-0.008234737,,,,
1/10/2016,0.932,0.935065688,0.006024364,0.923258153,0.946873223,-0.003065688,,,,
1/10/2016,0.932,0.931612928,0.006024364,0.919805392,0.943420463,0.000387073,,,,
1/10/2016,0.932,0.931316106,0.006024364,0.919508571,0.943123642,0.000683894,,,,
1/10/2016,0.932,0.931963252,0.006024364,0.920155717,0.943770787,3.67481E-05,,,,
1/10/2016,0.932,0.931487613,0.006024364,0.919680077,0.943295148,0.000512387,,,,
1/10/2016,0.932,0.931818171,0.006024364,0.920010635,0.943625706,0.000181829,,,,
1/10/2016,0.932,0.931417562,0.006024364,0.919610027,0.943225098,0.000582438,,,,
1/11/2016,0.932,0.931772301,0.006024364,0.919964765,0.943579836,0.0002277,,,,
1/11/2016,0.932,0.931733314,0.006024364,0.919925779,0.94354085,0.000266686,,,,
1/11/2016,0.932,0.932307224,0.006024364,0.920499688,0.944114759,-0.000307224,,,,
1/11/2016,0.932,0.931893629,0.006024364,0.920086094,0.943701165,0.000106371,,,,
1/11/2016,0.932,0.931740387,0.006024364,0.919932851,0.943547922,0.000259613,,,,
1/11/2016,0.932,0.931491509,0.006024364,0.919683974,0.943299045,0.000508491,,,,
1/11/2016,0.932,0.932072196,0.006024364,0.92026466,0.943879731,-0.000072195,,,,
1/11/2016,0.932,0.932249596,0.006024364,0.920442061,0.944057131,-0.000249596,,,,
1/11/2016,0.932,0.932045604,0.006024364,0.920238069,0.94385314,-0.000045604,,,,
1/11/2016,0.932,0.931888778,0.006024364,0.920081243,0.943696314,0.000111222,,,,
